filename,cut_type,cut_number,bbox_number,bbox_data,polygon_data
UG3DQUERUNTERZUG.SGY,inline,10,2,"[509.30218505859375, 8.66176700592041, 550.3352661132812, 41.29933547973633]","[[522.140625, 6.696875095367432], [522.140625, 10.029687881469727], [517.6968994140625, 14.473437309265137], [517.6968994140625, 15.584375381469727], [514.3640747070312, 18.91718864440918], [514.3640747070312, 20.028125762939453], [512.1422119140625, 22.25], [508.80938720703125, 22.25], [508.80938720703125, 35.58124923706055], [513.2531127929688, 35.58124923706055], [513.2531127929688, 34.470314025878906], [515.4749755859375, 32.248435974121094], [515.4749755859375, 31.137500762939453], [517.6968994140625, 28.915624618530273], [517.6968994140625, 27.8046875], [525.4734497070312, 20.028125762939453], [526.5843505859375, 20.028125762939453], [527.6953125, 18.91718864440918], [532.1390380859375, 18.91718864440918], [533.25, 20.028125762939453], [534.3609619140625, 20.028125762939453], [544.359375, 30.02656364440918], [544.359375, 31.137500762939453], [547.6921997070312, 34.470314025878906], [547.6921997070312, 35.58124923706055], [548.8031005859375, 36.69218826293945], [548.8031005859375, 37.803123474121094], [552.1359252929688, 37.803123474121094], [552.1359252929688, 25.582813262939453], [548.8031005859375, 25.582813262939453], [546.5812377929688, 23.360937118530273], [546.5812377929688, 22.25], [545.4703369140625, 21.139062881469727], [545.4703369140625, 20.028125762939453], [544.359375, 18.91718864440918], [544.359375, 17.806249618530273], [543.2484130859375, 16.6953125], [543.2484130859375, 15.584375381469727], [541.0265502929688, 13.362500190734863], [541.0265502929688, 12.25156307220459], [538.8046875, 10.029687881469727], [538.8046875, 6.696875095367432]]"
UG3DQUERUNTERZUG.SGY,inline,10,4,"[518.1334228515625, 59.55722427368164, 594.6056518554688, 102.70064544677734]","[[541.0265502929688, 60.02187728881836], [541.0265502929688, 64.46562194824219], [539.9156494140625, 65.5765609741211], [538.8046875, 65.5765609741211], [532.1390380859375, 72.2421875], [532.1390380859375, 73.3531265258789], [529.9171752929688, 75.57499694824219], [529.9171752929688, 76.6859359741211], [528.8062744140625, 77.796875], [528.8062744140625, 78.9078140258789], [522.140625, 85.57344055175781], [517.6968994140625, 85.57344055175781], [517.6968994140625, 100.015625], [522.140625, 100.015625], [525.4734497070312, 96.68281555175781], [525.4734497070312, 95.5718765258789], [526.5843505859375, 94.4609375], [526.5843505859375, 93.3499984741211], [532.1390380859375, 87.7953109741211], [533.25, 87.7953109741211], [543.2484130859375, 77.796875], [544.359375, 77.796875], [546.5812377929688, 75.57499694824219], [547.6921997070312, 75.57499694824219], [548.8031005859375, 74.46406555175781], [551.0250244140625, 74.46406555175781], [552.1359252929688, 73.3531265258789], [561.0234375, 73.3531265258789], [562.1343994140625, 74.46406555175781], [566.578125, 74.46406555175781], [567.6890869140625, 75.57499694824219], [568.7999877929688, 75.57499694824219], [569.9109497070312, 76.6859359741211], [571.0218505859375, 76.6859359741211], [579.9093627929688, 85.57344055175781], [579.9093627929688, 86.68437194824219], [581.0203247070312, 86.68437194824219], [582.1312255859375, 87.7953109741211], [582.1312255859375, 88.90625], [586.5750122070312, 93.3499984741211], [588.796875, 93.3499984741211], [588.796875, 88.90625], [587.6859130859375, 87.7953109741211], [587.6859130859375, 85.57344055175781], [585.4640502929688, 83.3515625], [585.4640502929688, 81.12968444824219], [582.1312255859375, 77.796875], [582.1312255859375, 76.6859359741211], [581.0203247070312, 75.57499694824219], [581.0203247070312, 74.46406555175781], [579.9093627929688, 73.3531265258789], [579.9093627929688, 72.2421875], [578.7984619140625, 72.2421875], [575.4656372070312, 68.90937805175781], [574.3546752929688, 68.90937805175781], [568.7999877929688, 63.35468673706055], [568.7999877929688, 60.02187728881836]]"
UG3DQUERUNTERZUG.SGY,inline,10,5,"[401.060791015625, 9.881048202514648, 441.7550964355469, 46.62179183959961]","[[412.1578063964844, 11.140625], [412.1578063964844, 14.473437309265137], [407.71405029296875, 18.91718864440918], [407.71405029296875, 20.028125762939453], [405.4921875, 22.25], [402.15936279296875, 22.25], [402.15936279296875, 37.803123474121094], [405.4921875, 37.803123474121094], [406.6031188964844, 36.69218826293945], [406.6031188964844, 35.58124923706055], [409.9359436035156, 32.248435974121094], [409.9359436035156, 31.137500762939453], [418.82342529296875, 22.25], [422.15625, 22.25], [423.2671813964844, 21.139062881469727], [424.37811279296875, 22.25], [425.48907470703125, 22.25], [433.265625, 30.02656364440918], [433.265625, 31.137500762939453], [436.59844970703125, 34.470314025878906], [436.59844970703125, 35.58124923706055], [437.7093811035156, 36.69218826293945], [438.8203125, 36.69218826293945], [439.9312438964844, 37.803123474121094], [441.04217529296875, 37.803123474121094], [442.15313720703125, 38.9140625], [445.4859313964844, 38.9140625], [445.4859313964844, 32.248435974121094], [442.15313720703125, 32.248435974121094], [439.9312438964844, 30.02656364440918], [439.9312438964844, 28.915624618530273], [438.8203125, 27.8046875], [438.8203125, 26.693750381469727], [437.7093811035156, 25.582813262939453], [437.7093811035156, 23.360937118530273], [436.59844970703125, 22.25], [436.59844970703125, 21.139062881469727], [435.48748779296875, 20.028125762939453], [435.48748779296875, 18.91718864440918], [433.265625, 16.6953125], [433.265625, 15.584375381469727], [432.1546936035156, 14.473437309265137], [432.1546936035156, 11.140625]]"
UG3DQUERUNTERZUG.SGY,inline,10,1,"[119.76695251464844, 11.205550193786621, 164.74839782714844, 50.39399719238281]","[[133.3125, 11.140625], [133.3125, 14.473437309265137], [132.20156860351562, 15.584375381469727], [132.20156860351562, 16.6953125], [128.86874389648438, 20.028125762939453], [128.86874389648438, 21.139062881469727], [126.6468734741211, 23.360937118530273], [126.6468734741211, 24.47187614440918], [124.42500305175781, 26.693750381469727], [124.42500305175781, 27.8046875], [121.0921859741211, 31.137500762939453], [117.7593765258789, 31.137500762939453], [117.7593765258789, 54.46718978881836], [123.3140640258789, 54.46718978881836], [123.3140640258789, 47.80156326293945], [125.53593444824219, 45.579689025878906], [125.53593444824219, 44.46875], [126.6468734741211, 43.35781478881836], [126.6468734741211, 40.025001525878906], [127.7578125, 38.9140625], [127.7578125, 37.803123474121094], [129.9796905517578, 35.58124923706055], [129.9796905517578, 34.470314025878906], [131.0906219482422, 33.359375], [131.0906219482422, 32.248435974121094], [133.3125, 30.02656364440918], [133.3125, 28.915624618530273], [134.42343139648438, 27.8046875], [135.5343780517578, 27.8046875], [138.8671875, 24.47187614440918], [139.97811889648438, 24.47187614440918], [141.0890655517578, 23.360937118530273], [144.421875, 23.360937118530273], [145.53280639648438, 24.47187614440918], [146.6437530517578, 24.47187614440918], [153.3093719482422, 31.137500762939453], [153.3093719482422, 32.248435974121094], [155.53125, 34.470314025878906], [155.53125, 35.58124923706055], [157.7531280517578, 37.803123474121094], [157.7531280517578, 38.9140625], [161.0859375, 42.24687576293945], [163.3078155517578, 42.24687576293945], [164.4187469482422, 41.13593673706055], [164.4187469482422, 33.359375], [163.3078155517578, 32.248435974121094], [163.3078155517578, 30.02656364440918], [162.19686889648438, 28.915624618530273], [162.19686889648438, 27.8046875], [159.97500610351562, 25.582813262939453], [159.97500610351562, 24.47187614440918], [158.8640594482422, 23.360937118530273], [158.8640594482422, 22.25], [156.64218139648438, 20.028125762939453], [156.64218139648438, 18.91718864440918], [153.3093719482422, 15.584375381469727], [153.3093719482422, 11.140625]]"
UG3DQUERUNTERZUG.SGY,inline,10,9,"[628.674560546875, 49.820823669433594, 709.5750122070312, 108.44644165039062]","[[655.453125, 51.134376525878906], [655.453125, 55.578125], [646.5656127929688, 64.46562194824219], [646.5656127929688, 65.5765609741211], [638.7890625, 73.3531265258789], [638.7890625, 75.57499694824219], [637.6781005859375, 76.6859359741211], [637.6781005859375, 77.796875], [636.5671997070312, 78.9078140258789], [636.5671997070312, 80.01875305175781], [635.4562377929688, 81.12968444824219], [635.4562377929688, 82.2406234741211], [634.3453369140625, 83.3515625], [634.3453369140625, 85.57344055175781], [632.1234130859375, 87.7953109741211], [628.7906494140625, 87.7953109741211], [628.7906494140625, 101.1265640258789], [632.1234130859375, 101.1265640258789], [633.234375, 100.015625], [633.234375, 98.9046859741211], [642.1218872070312, 90.0171890258789], [642.1218872070312, 88.90625], [644.34375, 86.68437194824219], [645.4547119140625, 86.68437194824219], [646.5656127929688, 85.57344055175781], [646.5656127929688, 84.4625015258789], [649.8984375, 81.12968444824219], [649.8984375, 80.01875305175781], [658.7859497070312, 71.1312484741211], [659.8968505859375, 71.1312484741211], [663.2296752929688, 67.7984390258789], [665.4515380859375, 67.7984390258789], [666.5625, 66.6875], [674.3390502929688, 66.6875], [675.4500122070312, 67.7984390258789], [676.5609130859375, 67.7984390258789], [677.671875, 68.90937805175781], [678.7828369140625, 68.90937805175781], [679.8937377929688, 70.02030944824219], [681.0046997070312, 70.02030944824219], [688.78125, 77.796875], [688.78125, 78.9078140258789], [692.1140747070312, 82.2406234741211], [692.1140747070312, 83.3515625], [695.4468994140625, 86.68437194824219], [696.5578002929688, 86.68437194824219], [697.6687622070312, 87.7953109741211], [699.890625, 87.7953109741211], [702.1124877929688, 90.0171890258789], [702.1124877929688, 91.12812805175781], [703.2234497070312, 92.23905944824219], [703.2234497070312, 94.4609375], [704.3343505859375, 95.5718765258789], [704.3343505859375, 85.57344055175781], [702.1124877929688, 83.3515625], [702.1124877929688, 80.01875305175781], [701.0015869140625, 78.9078140258789], [701.0015869140625, 76.6859359741211], [698.7796630859375, 74.46406555175781], [698.7796630859375, 72.2421875], [697.6687622070312, 71.1312484741211], [697.6687622070312, 70.02030944824219], [695.4468994140625, 67.7984390258789], [695.4468994140625, 66.6875], [693.2249755859375, 64.46562194824219], [693.2249755859375, 63.35468673706055], [688.78125, 58.91093826293945], [688.78125, 57.79999923706055], [686.5593872070312, 55.578125], [686.5593872070312, 51.134376525878906]]"
UG3DQUERUNTERZUG.SGY,inline,10,0,"[563.7337036132812, 9.588167190551758, 605.8689575195312, 43.774295806884766]","[[573.2437744140625, 11.140625], [573.2437744140625, 14.473437309265137], [572.1328125, 15.584375381469727], [572.1328125, 16.6953125], [569.9109497070312, 18.91718864440918], [569.9109497070312, 20.028125762939453], [567.6890869140625, 22.25], [567.6890869140625, 23.360937118530273], [565.4671630859375, 25.582813262939453], [562.1343994140625, 25.582813262939453], [562.1343994140625, 38.9140625], [565.4671630859375, 38.9140625], [567.6890869140625, 36.69218826293945], [567.6890869140625, 35.58124923706055], [569.9109497070312, 33.359375], [569.9109497070312, 32.248435974121094], [572.1328125, 30.02656364440918], [572.1328125, 28.915624618530273], [576.5765380859375, 24.47187614440918], [576.5765380859375, 23.360937118530273], [577.6875, 22.25], [578.7984619140625, 22.25], [581.0203247070312, 20.028125762939453], [582.1312255859375, 20.028125762939453], [583.2421875, 18.91718864440918], [584.3531494140625, 18.91718864440918], [585.4640502929688, 20.028125762939453], [586.5750122070312, 20.028125762939453], [596.5734252929688, 30.02656364440918], [596.5734252929688, 31.137500762939453], [599.90625, 34.470314025878906], [599.90625, 35.58124923706055], [601.0172119140625, 36.69218826293945], [601.0172119140625, 37.803123474121094], [602.1281127929688, 38.9140625], [603.2390747070312, 38.9140625], [605.4609375, 41.13593673706055], [605.4609375, 45.579689025878906], [609.9046630859375, 45.579689025878906], [609.9046630859375, 35.58124923706055], [606.5718994140625, 35.58124923706055], [604.3499755859375, 33.359375], [604.3499755859375, 31.137500762939453], [603.2390747070312, 30.02656364440918], [603.2390747070312, 27.8046875], [601.0172119140625, 25.582813262939453], [601.0172119140625, 24.47187614440918], [599.90625, 23.360937118530273], [599.90625, 22.25], [598.7952880859375, 21.139062881469727], [598.7952880859375, 20.028125762939453], [596.5734252929688, 17.806249618530273], [596.5734252929688, 16.6953125], [595.4625244140625, 15.584375381469727], [595.4625244140625, 11.140625]]"
UG3DQUERUNTERZUG.SGY,inline,10,8,"[677.7651977539062, 12.6777925491333, 710.2064208984375, 43.62976837158203]","[[691.0031127929688, 11.140625], [691.0031127929688, 14.473437309265137], [685.4484252929688, 20.028125762939453], [685.4484252929688, 21.139062881469727], [683.2265625, 23.360937118530273], [683.2265625, 24.47187614440918], [681.0046997070312, 26.693750381469727], [677.671875, 26.693750381469727], [677.671875, 45.579689025878906], [681.0046997070312, 45.579689025878906], [681.0046997070312, 41.13593673706055], [682.1156005859375, 40.025001525878906], [682.1156005859375, 38.9140625], [684.3375244140625, 36.69218826293945], [684.3375244140625, 35.58124923706055], [685.4484252929688, 34.470314025878906], [685.4484252929688, 33.359375], [688.78125, 30.02656364440918], [688.78125, 28.915624618530273], [691.0031127929688, 26.693750381469727], [692.1140747070312, 26.693750381469727], [694.3359375, 24.47187614440918], [695.4468994140625, 24.47187614440918], [696.5578002929688, 23.360937118530273], [702.1124877929688, 23.360937118530273], [703.2234497070312, 24.47187614440918], [704.3343505859375, 24.47187614440918], [708.7781372070312, 28.915624618530273], [709.8890380859375, 28.915624618530273], [709.8890380859375, 11.140625]]"
UG3DQUERUNTERZUG.SGY,inline,10,10,"[277.7854919433594, 11.650598526000977, 317.6414794921875, 40.026729583740234]","[[286.62188720703125, 11.140625], [286.62188720703125, 15.584375381469727], [283.2890625, 18.91718864440918], [283.2890625, 20.028125762939453], [281.06719970703125, 22.25], [277.734375, 22.25], [277.734375, 33.359375], [281.06719970703125, 33.359375], [284.3999938964844, 30.02656364440918], [285.51092529296875, 30.02656364440918], [292.17657470703125, 23.360937118530273], [293.2875061035156, 23.360937118530273], [294.3984375, 22.25], [296.62030029296875, 22.25], [297.73126220703125, 21.139062881469727], [298.8421936035156, 21.139062881469727], [299.953125, 22.25], [301.0640563964844, 22.25], [312.1734313964844, 33.359375], [314.39532470703125, 33.359375], [314.39532470703125, 23.360937118530273], [313.28436279296875, 22.25], [313.28436279296875, 21.139062881469727], [312.1734313964844, 20.028125762939453], [312.1734313964844, 18.91718864440918], [307.72967529296875, 14.473437309265137], [307.72967529296875, 11.140625]]"
UG3DQUERUNTERZUG.SGY,inline,10,6,"[572.6333618164062, 55.94062042236328, 641.704345703125, 99.60066223144531]","[[593.2406005859375, 55.578125], [593.2406005859375, 60.02187728881836], [591.0187377929688, 62.243751525878906], [589.9078369140625, 62.243751525878906], [589.9078369140625, 63.35468673706055], [585.4640502929688, 67.7984390258789], [585.4640502929688, 68.90937805175781], [582.1312255859375, 72.2421875], [582.1312255859375, 74.46406555175781], [581.0203247070312, 75.57499694824219], [581.0203247070312, 76.6859359741211], [579.9093627929688, 77.796875], [579.9093627929688, 78.9078140258789], [577.6875, 81.12968444824219], [577.6875, 85.57344055175781], [578.7984619140625, 85.57344055175781], [581.0203247070312, 83.3515625], [582.1312255859375, 83.3515625], [583.2421875, 82.2406234741211], [584.3531494140625, 82.2406234741211], [587.6859130859375, 78.9078140258789], [588.796875, 78.9078140258789], [588.796875, 77.796875], [593.2406005859375, 73.3531265258789], [594.3515625, 73.3531265258789], [596.5734252929688, 71.1312484741211], [599.90625, 71.1312484741211], [601.0172119140625, 70.02030944824219], [604.3499755859375, 70.02030944824219], [605.4609375, 68.90937805175781], [606.5718994140625, 70.02030944824219], [609.9046630859375, 70.02030944824219], [611.015625, 71.1312484741211], [612.1265869140625, 71.1312484741211], [615.4593505859375, 74.46406555175781], [616.5703125, 74.46406555175781], [617.6812744140625, 75.57499694824219], [618.7921752929688, 75.57499694824219], [619.9031372070312, 76.6859359741211], [621.0140380859375, 76.6859359741211], [623.2359619140625, 78.9078140258789], [623.2359619140625, 80.01875305175781], [624.3468627929688, 81.12968444824219], [625.4578247070312, 81.12968444824219], [633.234375, 88.90625], [634.3453369140625, 88.90625], [636.5671997070312, 91.12812805175781], [637.6781005859375, 91.12812805175781], [637.6781005859375, 85.57344055175781], [636.5671997070312, 84.4625015258789], [636.5671997070312, 81.12968444824219], [635.4562377929688, 80.01875305175781], [635.4562377929688, 78.9078140258789], [634.3453369140625, 77.796875], [634.3453369140625, 76.6859359741211], [619.9031372070312, 62.243751525878906], [619.9031372070312, 61.1328125], [617.6812744140625, 58.91093826293945], [617.6812744140625, 55.578125]]"
UG3DQUERUNTERZUG.SGY,inline,10,11,"[238.76626586914062, 10.763092994689941, 286.9097900390625, 47.755374908447266]","[[253.2937469482422, 11.140625], [253.2937469482422, 15.584375381469727], [248.85000610351562, 20.028125762939453], [248.85000610351562, 21.139062881469727], [247.7390594482422, 22.25], [247.7390594482422, 23.360937118530273], [246.6281280517578, 24.47187614440918], [246.6281280517578, 25.582813262939453], [243.29531860351562, 28.915624618530273], [243.29531860351562, 30.02656364440918], [241.0734405517578, 32.248435974121094], [237.74063110351562, 32.248435974121094], [237.74063110351562, 50.0234375], [241.0734405517578, 50.0234375], [241.0734405517578, 44.46875], [242.1843719482422, 43.35781478881836], [242.1843719482422, 42.24687576293945], [243.29531860351562, 41.13593673706055], [243.29531860351562, 40.025001525878906], [253.2937469482422, 30.02656364440918], [253.2937469482422, 28.915624618530273], [258.84844970703125, 23.360937118530273], [259.9593811035156, 23.360937118530273], [261.0703125, 22.25], [263.29217529296875, 22.25], [264.40313720703125, 21.139062881469727], [265.5140686035156, 22.25], [267.7359313964844, 22.25], [281.06719970703125, 35.58124923706055], [281.06719970703125, 36.69218826293945], [284.3999938964844, 40.025001525878906], [284.3999938964844, 41.13593673706055], [285.51092529296875, 42.24687576293945], [285.51092529296875, 43.35781478881836], [286.62188720703125, 44.46875], [289.9546813964844, 44.46875], [289.9546813964844, 35.58124923706055], [285.51092529296875, 35.58124923706055], [283.2890625, 33.359375], [283.2890625, 32.248435974121094], [282.1781311035156, 31.137500762939453], [282.1781311035156, 27.8046875], [281.06719970703125, 26.693750381469727], [281.06719970703125, 25.582813262939453], [279.95623779296875, 24.47187614440918], [279.95623779296875, 22.25], [278.8453063964844, 21.139062881469727], [278.8453063964844, 20.028125762939453], [276.6234436035156, 17.806249618530273], [276.6234436035156, 16.6953125], [275.51251220703125, 15.584375381469727], [275.51251220703125, 11.140625]]"
UG3DQUERUNTERZUG.SGY,inline,11,0,"[563.6548461914062, 8.952038764953613, 605.5676879882812, 40.956398010253906]","[[573.2437744140625, 11.140625], [573.2437744140625, 14.473437309265137], [571.0218505859375, 16.6953125], [571.0218505859375, 17.806249618530273], [567.6890869140625, 21.139062881469727], [567.6890869140625, 22.25], [565.4671630859375, 24.47187614440918], [562.1343994140625, 24.47187614440918], [562.1343994140625, 37.803123474121094], [565.4671630859375, 37.803123474121094], [568.7999877929688, 34.470314025878906], [568.7999877929688, 33.359375], [572.1328125, 30.02656364440918], [572.1328125, 28.915624618530273], [576.5765380859375, 24.47187614440918], [576.5765380859375, 23.360937118530273], [577.6875, 22.25], [578.7984619140625, 22.25], [579.9093627929688, 21.139062881469727], [581.0203247070312, 21.139062881469727], [582.1312255859375, 20.028125762939453], [585.4640502929688, 20.028125762939453], [586.5750122070312, 21.139062881469727], [587.6859130859375, 21.139062881469727], [599.90625, 33.359375], [599.90625, 34.470314025878906], [602.1281127929688, 36.69218826293945], [602.1281127929688, 37.803123474121094], [604.3499755859375, 37.803123474121094], [606.5718994140625, 40.025001525878906], [609.9046630859375, 40.025001525878906], [609.9046630859375, 32.248435974121094], [606.5718994140625, 32.248435974121094], [604.3499755859375, 30.02656364440918], [604.3499755859375, 28.915624618530273], [603.2390747070312, 27.8046875], [603.2390747070312, 26.693750381469727], [602.1281127929688, 25.582813262939453], [602.1281127929688, 24.47187614440918], [601.0172119140625, 23.360937118530273], [601.0172119140625, 22.25], [599.90625, 21.139062881469727], [599.90625, 20.028125762939453], [595.4625244140625, 15.584375381469727], [595.4625244140625, 11.140625]]"
UG3DQUERUNTERZUG.SGY,inline,11,8,"[678.2550048828125, 12.349447250366211, 709.928955078125, 42.963645935058594]","[[693.2249755859375, 11.140625], [693.2249755859375, 15.584375381469727], [688.78125, 20.028125762939453], [687.6702880859375, 20.028125762939453], [686.5593872070312, 21.139062881469727], [686.5593872070312, 22.25], [683.2265625, 25.582813262939453], [683.2265625, 26.693750381469727], [681.0046997070312, 28.915624618530273], [677.671875, 28.915624618530273], [677.671875, 45.579689025878906], [681.0046997070312, 45.579689025878906], [681.0046997070312, 42.24687576293945], [683.2265625, 40.025001525878906], [683.2265625, 38.9140625], [685.4484252929688, 36.69218826293945], [685.4484252929688, 35.58124923706055], [687.6702880859375, 33.359375], [687.6702880859375, 32.248435974121094], [695.4468994140625, 24.47187614440918], [696.5578002929688, 24.47187614440918], [697.6687622070312, 23.360937118530273], [698.7796630859375, 23.360937118530273], [699.890625, 22.25], [704.3343505859375, 22.25], [706.5562744140625, 24.47187614440918], [707.6671752929688, 24.47187614440918], [708.7781372070312, 25.582813262939453], [709.8890380859375, 25.582813262939453], [709.8890380859375, 11.140625]]"
UG3DQUERUNTERZUG.SGY,inline,11,4,"[520.221923828125, 59.568939208984375, 595.476806640625, 103.83732604980469]","[[541.0265502929688, 60.02187728881836], [541.0265502929688, 64.46562194824219], [539.9156494140625, 65.5765609741211], [538.8046875, 65.5765609741211], [537.6937255859375, 66.6875], [537.6937255859375, 67.7984390258789], [532.1390380859375, 73.3531265258789], [532.1390380859375, 74.46406555175781], [531.0281372070312, 75.57499694824219], [531.0281372070312, 76.6859359741211], [528.8062744140625, 78.9078140258789], [528.8062744140625, 80.01875305175781], [525.4734497070312, 83.3515625], [522.140625, 83.3515625], [522.140625, 96.68281555175781], [526.5843505859375, 96.68281555175781], [528.8062744140625, 94.4609375], [529.9171752929688, 94.4609375], [531.0281372070312, 93.3499984741211], [531.0281372070312, 92.23905944824219], [534.3609619140625, 88.90625], [534.3609619140625, 87.7953109741211], [536.5828247070312, 85.57344055175781], [536.5828247070312, 84.4625015258789], [543.2484130859375, 77.796875], [544.359375, 77.796875], [546.5812377929688, 75.57499694824219], [548.8031005859375, 75.57499694824219], [549.9140625, 74.46406555175781], [552.1359252929688, 74.46406555175781], [553.2468872070312, 73.3531265258789], [561.0234375, 73.3531265258789], [562.1343994140625, 74.46406555175781], [564.3562622070312, 74.46406555175781], [565.4671630859375, 75.57499694824219], [567.6890869140625, 75.57499694824219], [571.0218505859375, 78.9078140258789], [572.1328125, 78.9078140258789], [584.3531494140625, 91.12812805175781], [584.3531494140625, 92.23905944824219], [585.4640502929688, 92.23905944824219], [586.5750122070312, 93.3499984741211], [586.5750122070312, 94.4609375], [587.6859130859375, 95.5718765258789], [588.796875, 95.5718765258789], [589.9078369140625, 94.4609375], [589.9078369140625, 90.0171890258789], [588.796875, 88.90625], [588.796875, 86.68437194824219], [586.5750122070312, 84.4625015258789], [586.5750122070312, 83.3515625], [585.4640502929688, 82.2406234741211], [585.4640502929688, 81.12968444824219], [583.2421875, 78.9078140258789], [583.2421875, 77.796875], [581.0203247070312, 75.57499694824219], [581.0203247070312, 74.46406555175781], [579.9093627929688, 73.3531265258789], [579.9093627929688, 72.2421875], [576.5765380859375, 68.90937805175781], [576.5765380859375, 67.7984390258789], [572.1328125, 63.35468673706055], [572.1328125, 60.02187728881836]]"
